Epoch 0 | Loss: 5.1590 | Output: 'hfhfhfhfhfhfhfhfhfhfhfhfhfhfhf'
Epoch 13 | Loss: 5.0611 | Output: ' o e o e o e o e o e o e o e o e o e o e o e o e o e o e o e'
Epoch 14 | Loss: 5.0605 | Output: ' o e o e o e o e o e o e o e o e o e o e o e o e o e o e o e'
Epoch 15 | Loss: 5.0600 | Output: ' o e o e o e o e o e o e o e o e o e o e o e o e o e o e o e'
Epoch 16 | Loss: 5.0595 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 17 | Loss: 5.0589 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 18 | Loss: 5.0583 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 19 | Loss: 5.0580 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 20 | Loss: 5.0574 | Output: ' e o e o e o e o e o e o e o e o e o e o e o e o e o e o e o'
Epoch 21 | Loss: 5.0570 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 22 | Loss: 5.0565 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 23 | Loss: 5.0560 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 24 | Loss: 5.0553 | Output: ' o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o'
Epoch 25 | Loss: 5.0549 | Output: ' o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o'
Epoch 26 | Loss: 5.0543 | Output: ' o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o'
Epoch 27 | Loss: 5.0537 | Output: ' o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o'
Epoch 28 | Loss: 5.0533 | Output: ' o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o'
Epoch 29 | Loss: 5.0529 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 30 | Loss: 5.0523 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 31 | Loss: 5.0519 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 32 | Loss: 5.0513 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 33 | Loss: 5.0508 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 34 | Loss: 5.0502 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 35 | Loss: 5.0496 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 36 | Loss: 5.0492 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 37 | Loss: 5.0487 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 38 | Loss: 5.0483 | Output: ' o o o e o o o e o o o e o o o e o o o e o o o e o o o e o o'
Epoch 39 | Loss: 5.0480 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 40 | Loss: 5.0476 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 41 | Loss: 5.0471 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 42 | Loss: 5.0466 | Output: ' o o e o o e o o e o o e o o e o o e o o e o o e o o e o o e'
Epoch 43 | Loss: 5.0459 | Output: ' o e o o e o o e o o e o o e o o e o o e o o e o o e o o e o'
Epoch 44 | Loss: 5.0449 | Output: ' o e o e o e o e o e o e o e o e o e o e o e o e o e o e o e'
Epoch 45 | Loss: 5.0445 | Output: ' o e o e o e o e o e o e o e o e o e o e o e o e o e o e o e'
Epoch 46 | Loss: 5.0439 | Output: ' o e ono o o e ono o o e ono o o e ono o o e ono o o e ono o'
Epoch 47 | Loss: 5.0435 | Output: ' o e ono o o e ono o o e ono o o e ono o o e ono o o e ono o'
Epoch 48 | Loss: 5.0429 | Output: ' o e ono o o e ono o o e ono o o e ono o o e ono o o e ono o'
Epoch 49 | Loss: 5.0426 | Output: ' o e ono o o e ono o o e ono o o e ono o o e ono o o e ono o'
Epoch 50 | Loss: 5.0421 | Output: ' o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e'
Epoch 51 | Loss: 5.0418 | Output: ' o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e'
Epoch 52 | Loss: 5.0414 | Output: ' o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e'
Epoch 53 | Loss: 5.0411 | Output: ' o ono o o e ono o o e ono o o e ono o o e ono o o e ono o o'
Epoch 54 | Loss: 5.0408 | Output: ' o ono o o e ono o o e ono o o e ono o o e ono o o e ono o o'
Epoch 55 | Loss: 5.0404 | Output: ' o ono o o enno o e ono o o enno o e ono o o enno o e ono o '
Epoch 56 | Loss: 5.0400 | Output: ' o ono o o enno o e ono o o enno o e ono o o enno o e ono o '
Epoch 57 | Loss: 5.0396 | Output: ' o ono o o enno o e ono o o enno o e ono o o enno o e ono o '
Epoch 58 | Loss: 5.0393 | Output: ' o ono o o enno e o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 59 | Loss: 5.0389 | Output: ' o ono o o enno e o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 60 | Loss: 5.0387 | Output: ' o ono o ono o ono o ono o ono o ono o ono o ono o ono o ono'
Epoch 61 | Loss: 5.0383 | Output: ' o ono o ono o ono o ono o ono o ono o ono o ono o ono o ono'
Epoch 62 | Loss: 5.0380 | Output: ' o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e'
Epoch 63 | Loss: 5.0376 | Output: ' o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e'
Epoch 64 | Loss: 5.0372 | Output: ' o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e'
Epoch 65 | Loss: 5.0369 | Output: ' o ono onno e ne o e ne o e ne o e ne o e ne o e ne o e ne o'
Epoch 66 | Loss: 5.0365 | Output: ' o ono onno e ne o e ne o e ne o e ne o e ne o e ne o e ne o'
Epoch 67 | Loss: 5.0361 | Output: ' o onno e ne o e ne o e ne o e ne o e ne o e ne o e ne o e n'
Epoch 68 | Loss: 5.0356 | Output: ' o onno e ne o e ne o e ne o e ne o e ne o e ne o e ne o e n'
Epoch 69 | Loss: 5.0353 | Output: ' o onno e ne o e ne o e ne o e ne o e ne o e ne o e ne o e n'
Epoch 70 | Loss: 5.0351 | Output: ' o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e'
Epoch 71 | Loss: 5.0347 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 72 | Loss: 5.0343 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 73 | Loss: 5.0339 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 74 | Loss: 5.0334 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 75 | Loss: 5.0331 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 76 | Loss: 5.0326 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 77 | Loss: 5.0322 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 78 | Loss: 5.0319 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 79 | Loss: 5.0316 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 80 | Loss: 5.0310 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 81 | Loss: 5.0307 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 82 | Loss: 5.0301 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 83 | Loss: 5.0296 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 84 | Loss: 5.0292 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 85 | Loss: 5.0290 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 86 | Loss: 5.0286 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 87 | Loss: 5.0282 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 88 | Loss: 5.0278 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 89 | Loss: 5.0273 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 0 | Loss: 5.0270 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 1 | Loss: 5.0265 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 2 | Loss: 5.0261 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 3 | Loss: 5.0258 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 4 | Loss: 5.0255 | Output: ' ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne o e ne '
Epoch 5 | Loss: 5.0250 | Output: ' ne a onno e ne o e ne o e ne o e ne o e ne o e ne o e ne o '
Epoch 6 | Loss: 5.0248 | Output: ' ne a onno e ne o e ne o e ne o e ne o e ne o e ne o e ne o '
Epoch 7 | Loss: 5.0244 | Output: ' ne a onno e ne o e ne o e ne o e ne o e ne o e ne o e ne o '
Epoch 8 | Loss: 5.0240 | Output: ' ne a onno e no e a onno e no e a onno e no e a onno e no e '
Epoch 9 | Loss: 5.0235 | Output: ' ne a onno e no e a anno e no e a anno e no e a anno e no e '
Epoch 10 | Loss: 5.0231 | Output: ' ne a onno e no e a anno e no e a anno e no e a anno e no e '
Epoch 11 | Loss: 5.0227 | Output: ' ne a onno e no e a anno e no e a anno e no e a anno e no e '
Epoch 12 | Loss: 5.0224 | Output: ' ne a onno e no e a anno e no e a anno e no e a anno e no e '
Epoch 13 | Loss: 5.0219 | Output: ' ne a onno e no e a anno e no e a anno e no e a anno e no e '
Epoch 14 | Loss: 5.0217 | Output: ' ne a onno e no e a anno e no e a anno e no e a anno e no e '
Epoch 15 | Loss: 5.0212 | Output: ' ne a onno e no e a anno e no e a anno e no e a anno e no e '
Epoch 16 | Loss: 5.0208 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 17 | Loss: 5.0203 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 18 | Loss: 5.0200 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 19 | Loss: 5.0195 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 20 | Loss: 5.0193 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 21 | Loss: 5.0189 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 22 | Loss: 5.0184 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 23 | Loss: 5.0182 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 24 | Loss: 5.0179 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 25 | Loss: 5.0174 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 26 | Loss: 5.0170 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 27 | Loss: 5.0167 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 28 | Loss: 5.0165 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 29 | Loss: 5.0161 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 30 | Loss: 5.0158 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 31 | Loss: 5.0153 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 32 | Loss: 5.0149 | Output: ' anno a no e a anno a no e a anno a no e a anno a no e a ann'
Epoch 33 | Loss: 5.0147 | Output: ' anno e no e a anno e no e a anno e no e a anno e no e a ann'
Epoch 34 | Loss: 5.0143 | Output: ' anno a no e a anno a no e a anno a no e a anno a no e a ann'
Epoch 0 | Loss: 5.0139 | Output: ' anno a no e a anno a no e a anno a no e a anno a no e a ann'
Epoch 1 | Loss: 5.0135 | Output: ' anno a no e a anno a no e a anno a no e a anno a no e a ann'
Epoch 2 | Loss: 5.0133 | Output: ' anno a no e a anno a no e a anno a no e a anno a no e a ann'
Epoch 3 | Loss: 5.0128 | Output: ' anno a no e a anno a no e a anno a no e a anno a no e a ann'
Epoch 4 | Loss: 5.0125 | Output: ' no a anno a no e a anno a no e a anno a no e a anno a no e '
Epoch 5 | Loss: 5.0123 | Output: ' no a anno a no e a anno a no e a anno a no e a anno a no e '
Epoch 6 | Loss: 5.0120 | Output: ' no a anno a no e a anno a no e a anno a no e a anno a no e '
Epoch 7 | Loss: 5.0117 | Output: ' no a anno a no e a anno a no e a anno a no e a anno a no e '
Epoch 8 | Loss: 5.0115 | Output: ' no a anno a no e a anno a no e a anno a no e a anno a no e '
Epoch 9 | Loss: 5.0112 | Output: ' no a anno a no ono anno a no ono anno a no ono anno a no on'
Epoch 10 | Loss: 5.0112 | Output: ' no a anno a no ono anno a no ono anno a no ono anno a no on'
Epoch 11 | Loss: 5.0110 | Output: ' no a anno a no ono anno a no ono anno a no ono anno a no on'
Epoch 12 | Loss: 5.0106 | Output: ' no a anno a no ono anno a no ono anno a no ono anno a no on'
Epoch 13 | Loss: 5.0103 | Output: ' no anno a no ono anno a no ono anno a no ono anno a no ono '
Epoch 14 | Loss: 5.0099 | Output: ' no anno a no ono anno a no ono anno a no ono anno a no ono '
Epoch 15 | Loss: 5.0095 | Output: ' no anno a no ono anno a no ono anno a no ono anno a no ono '
Epoch 16 | Loss: 5.0093 | Output: ' no anno a no ono anno a no ono anno a no ono anno a no ono '
Epoch 17 | Loss: 5.0092 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 18 | Loss: 5.0089 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 19 | Loss: 5.0086 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 20 | Loss: 5.0085 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 21 | Loss: 5.0083 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 22 | Loss: 5.0080 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 23 | Loss: 5.0075 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 24 | Loss: 5.0072 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 25 | Loss: 5.0068 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 26 | Loss: 5.0065 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 27 | Loss: 5.0060 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 28 | Loss: 5.0057 | Output: ' no anno a no anno a no anno a no anno a no anno a no anno a'
Epoch 29 | Loss: 5.0055 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 30 | Loss: 5.0050 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 31 | Loss: 5.0040 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 32 | Loss: 5.0038 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 33 | Loss: 5.0035 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 34 | Loss: 5.0029 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 35 | Loss: 5.0027 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 36 | Loss: 5.0020 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 37 | Loss: 5.0017 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 38 | Loss: 5.0014 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 39 | Loss: 5.0010 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 40 | Loss: 5.0007 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 41 | Loss: 5.0003 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 42 | Loss: 5.0000 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 43 | Loss: 4.9997 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 44 | Loss: 4.9995 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 45 | Loss: 4.9991 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 46 | Loss: 4.9987 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 47 | Loss: 4.9984 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 48 | Loss: 4.9981 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 49 | Loss: 4.9977 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 50 | Loss: 4.9974 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 51 | Loss: 4.9972 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 52 | Loss: 4.9968 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 53 | Loss: 4.9965 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 54 | Loss: 4.9963 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 55 | Loss: 4.9961 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 56 | Loss: 4.9956 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 57 | Loss: 4.9958 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 58 | Loss: 4.9956 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 59 | Loss: 4.9952 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 60 | Loss: 4.9951 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 61 | Loss: 4.9950 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 62 | Loss: 4.9949 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 63 | Loss: 4.9947 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 64 | Loss: 4.9945 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 65 | Loss: 4.9945 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 66 | Loss: 4.9941 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 67 | Loss: 4.9940 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 68 | Loss: 4.9936 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 69 | Loss: 4.9934 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 70 | Loss: 4.9931 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 71 | Loss: 4.9938 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 72 | Loss: 4.9934 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 73 | Loss: 4.9929 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 74 | Loss: 4.9924 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 75 | Loss: 4.9923 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 76 | Loss: 4.9919 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 77 | Loss: 4.9911 | Output: ' no no anno anno anno anno anno anno anno anno anno anno ann'
Epoch 78 | Loss: 4.9907 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 79 | Loss: 4.9904 | Output: ' no no anno anno anno anno anno anno anno anno anno anno ann'
Epoch 80 | Loss: 4.9900 | Output: ' no no anno anno anno anno anno anno anno anno anno anno ann'
Epoch 81 | Loss: 4.9897 | Output: ' no no anno anno anno anno anno anno anno anno anno anno ann'
Epoch 82 | Loss: 4.9895 | Output: ' no no anno anno anno anno anno anno anno anno anno anno ann'
Epoch 83 | Loss: 4.9891 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 84 | Loss: 4.9889 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 85 | Loss: 4.9886 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 86 | Loss: 4.9883 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 87 | Loss: 4.9880 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 88 | Loss: 4.9876 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 89 | Loss: 4.9875 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 90 | Loss: 4.9875 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 91 | Loss: 4.9873 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 92 | Loss: 4.9872 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 93 | Loss: 4.9872 | Output: ' no anno a nono a nono a nono a nono a nono a nono a nono a '
Epoch 94 | Loss: 4.9868 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 95 | Loss: 4.9867 | Output: ' no anno a nono a nono a nono a nono a nono a nono a nono a '
Epoch 96 | Loss: 4.9866 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 97 | Loss: 4.9866 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 98 | Loss: 4.9864 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 99 | Loss: 4.9864 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 100 | Loss: 4.9860 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 101 | Loss: 4.9856 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 102 | Loss: 4.9862 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 103 | Loss: 4.9855 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 104 | Loss: 4.9853 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 105 | Loss: 4.9850 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 106 | Loss: 4.9846 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 107 | Loss: 4.9846 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 108 | Loss: 4.9843 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 109 | Loss: 4.9838 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 110 | Loss: 4.9835 | Output: ' anno anno anno anno anno anno anno anno anno anno anno anno'
Epoch 111 | Loss: 4.9830 | Output: ' anno annono a nononna no annono a nononna no annono a nonon'
Epoch 112 | Loss: 4.9823 | Output: ' no annono a nononnna no annono a nononnna no annono a nonon'
Epoch 113 | Loss: 4.9825 | Output: ' anlna annono a nononna no annono a nononna no annono a nono'
Epoch 114 | Loss: 4.9819 | Output: ' no anno anno anno anno anno anno anno anno anno anno anno a'
Epoch 115 | Loss: 4.9817 | Output: ' no annono no annono no annono no annono no annono no annono'
Epoch 116 | Loss: 4.9818 | Output: ' no annono a nononnna no annono a nononnna no annono a nonon'
Epoch 117 | Loss: 4.9820 | Output: ' no anno anlna annono a nononnna no anno anlna annono a nono'
Epoch 118 | Loss: 4.9804 | Output: ' no annono a nononna no alna annono a nononna no alna annono'
Epoch 119 | Loss: 4.9812 | Output: ' no annono na nonna no alna annono na nonna no alna annono n'
Epoch 120 | Loss: 4.9810 | Output: ' no anno anlna annonna no anno anlna annonna no anno anlna a'
Epoch 121 | Loss: 4.9807 | Output: ' no annonna no alna al anno anlna annonna no alna al anno an'
Epoch 122 | Loss: 4.9802 | Output: ' no annonna no annonna no annonna no annonna no annonna no a'
Epoch 123 | Loss: 4.9799 | Output: ' no annonna no alna alna alna alna alna alna alna alna alna '
Epoch 124 | Loss: 4.9795 | Output: ' no annonna no alna al annonna no alna al annonna no alna al'
Epoch 125 | Loss: 4.9792 | Output: ' no annonna no alna alna alna alna alna alna alna alna alna '
Epoch 126 | Loss: 4.9792 | Output: ' no annonna no alna alna alna alna alna alna alna alna alna '
Epoch 127 | Loss: 4.9782 | Output: ' no annonna no alna alna alna alna alna alna alna alna alna '
Epoch 128 | Loss: 4.9775 | Output: ' no annonna no alna alna alna alna alna alna alna alna alna '
Epoch 129 | Loss: 4.9769 | Output: ' no annonna no alna al annonna no alna al annonna no alna al'
Epoch 130 | Loss: 4.9762 | Output: ' al annonna no alna alna alna alna alna alna alna alna alna '
Epoch 131 | Loss: 4.9787 | Output: ' al annonna no alna al alla no alna al alla no alna al alla '
Epoch 132 | Loss: 4.9758 | Output: ' no annonna no alna alna alna alna alna alna alna alna alna '
Epoch 133 | Loss: 4.9770 | Output: ' alla annolna alla annolna alla annolna alla annolna alla an'
Epoch 134 | Loss: 4.9767 | Output: ' no annonna no alna alna alna alna alna alna alna alna alna '
Epoch 135 | Loss: 4.9749 | Output: ' alna alna alna alna alna alna alna alna alna alna alna alna'
Epoch 136 | Loss: 4.9752 | Output: ' annna al alna al alna al alna al alna al alna al alna al al'
Epoch 137 | Loss: 4.9760 | Output: ' annnanna no alna alna alna alna alna alna alna alna alna al'
Epoch 138 | Loss: 4.9756 | Output: ' annna al alla no al alla no al alla no al alla no al alla n'
Epoch 139 | Loss: 4.9749 | Output: ' no annonna no al annonna no al annonna no al annonna no al '
Epoch 140 | Loss: 4.9761 | Output: ' al annonna no al annonna no al annonna no al annonna no al '
Epoch 141 | Loss: 4.9776 | Output: ' al annonna no al annonna no al annonna no al annonna no al '
Epoch 142 | Loss: 4.9732 | Output: ' al annonna no al annonna no al annonna no al annonna no al '
Epoch 143 | Loss: 4.9737 | Output: ' no al annono cannono cannono cannono cannono cannono cannon'
Epoch 144 | Loss: 4.9735 | Output: ' nonna no alna nonno al alla nononna no alna nonno al alla n'
Epoch 145 | Loss: 4.9719 | Output: ' no nonno al alla nonolna nonno al alla nonolna nonno al all'
Epoch 146 | Loss: 4.9720 | Output: ' no nonno conononna no colna ollcalna ollcalna ollcalna ollc'
Epoch 147 | Loss: 4.9704 | Output: ' nonna no alna nonno anlna nonno anlna nonno anlna nonno anl'
Epoch 148 | Loss: 4.9713 | Output: ' no nononna no alna no alna no alna no alna no alna no alna '
Epoch 149 | Loss: 4.9686 | Output: ' no alna no alna no alna no alna no alna no alna no alna no '
Epoch 150 | Loss: 4.9691 | Output: ' no nononna no alna no alna no alna no alna no alna no alna '
Epoch 151 | Loss: 4.9690 | Output: ' no conononna no annono conononna no annono conononna no ann'
Epoch 152 | Loss: 4.9700 | Output: ' no calla nono a lna alla nono a lna alla nono a lna alla no'
